ID,long,lat,proptype,propstatus,stories,MIN_NO,MIN_RFSWY,MIN_RFTILE,MIN_FOUND,MIN_WINDDO,MIN_WNDPAN,MIN_UNFINW,MIN_MISSID,MIN_INSUL,MIN_ROT,MIN_RAILS,MIN_PORCH,MIN_PORJUNK,MIN_CHIMN,MIN_PAINT,MIN_GUTTER,MAJ_NO,MAJ_RFSWY,MAJ_RFTILE,MAJ_FOUND,MAJ_WINDDO,MAJ_SIDING,MAJ_ROT,MAJ_PORCH,MAJ_CHIMN,YARD_SATIS,YARD_MOW,YARD_OVRGR,YARD_VHINOP,YARD_VHPARK,YARD_GRCOV,YARD_MAJCL,GeneralCon,Pic1,MIN_TOTAL,MAJ_TOTAL,MnMj_total,Classify,other_tot,Landlord
sample_0166,-83.39295389,33.95516892,Single family (no garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035457?filename=communitymapuga/attachments/1466620752296.jpg,0,0,0,Standard,0,0
sample_0167,-83.38191502,33.95494924,Single family (no garage),OCCUP,two,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035458?filename=communitymapuga/attachments/1466620914251.jpg,1,0,1,Standard,0,0
sample_0168,-83.39394999,33.95516875,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035459?filename=communitymapuga/attachments/1466621024915.jpg,0,0,0,Standard,0,0
sample_0169,-83.39369476,33.95510763,Single family (garage),OCCUP,more2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035464?filename=communitymapuga/attachments/1466621191891.jpg,0,0,0,Standard,0,0
sample_0170,-83.38411138,33.9550432,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035465?filename=communitymapuga/attachments/1466623991112.jpg,1,0,1,Standard,0,1
sample_0171,-83.39738355,33.95492524,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035466?filename=communitymapuga/attachments/1466624170715.jpg,1,0,1,Standard,0,1
sample_0172,-83.39436112,33.95508661,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035467?filename=communitymapuga/attachments/1466624291955.jpg,0,0,0,Standard,0,1
sample_0173,-83.39661817,33.95489275,Single family (garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035468?filename=communitymapuga/attachments/1466624532905.jpg,1,0,1,Standard,0,0
sample_0174,-83.39373888,33.95272104,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035469?filename=communitymapuga/attachments/1466624675000.jpg,0,0,0,Standard,0,0
sample_0175,-83.38455563,33.95493617,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Fair,http://classic.ona.io/api/v1/files/2035471?filename=communitymapuga/attachments/1466624802390.jpg,1,0,1,Standard,1,0
sample_0176,-83.38158101,33.9550937,Single family (garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035472?filename=communitymapuga/attachments/1467046623333.jpg,1,0,1,Standard,0,0
sample_0177,-83.39446039,33.95534427,Single family (garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Fair,http://classic.ona.io/api/v1/files/2035473?filename=communitymapuga/attachments/1467047076271.jpg,1,0,1,Standard,1,0
sample_0178,-83.39553545,33.95532541,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035477?filename=communitymapuga/attachments/1467047208377.jpg,0,0,0,Standard,0,1
sample_0179,-83.3932209,33.9552312,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035479?filename=communitymapuga/attachments/1467047305234.jpg,0,0,0,Standard,0,0
sample_0180,-83.3907508,33.95518925,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035484?filename=communitymapuga/attachments/1467047403353.jpg,0,0,0,Standard,0,0
sample_0181,-83.38676392,33.95242315,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Fair,http://classic.ona.io/api/v1/files/2035485?filename=communitymapuga/attachments/1467047496383.jpg,0,0,0,Standard,1,0
sample_0182,-83.39034783,33.95528755,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035486?filename=communitymapuga/attachments/1467047563963.jpg,0,0,0,Standard,0,0
sample_0183,-83.39498737,33.95233123,Single family (garage),OCCUP,two,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Fair,http://classic.ona.io/api/v1/files/2035487?filename=communitymapuga/attachments/1467048361631.jpg,3,0,3,Substandard,1,1
sample_0184,-83.39502874,33.95246816,Single family (garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035491?filename=communitymapuga/attachments/1467048518947.jpg,0,0,0,Standard,0,0
sample_0185,-83.39254863,33.95240132,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035494?filename=communitymapuga/attachments/1467048647560.jpg,0,0,0,Standard,0,0
sample_0186,-83.39090889,33.95247183,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035495?filename=communitymapuga/attachments/1467049321153.jpg,0,0,0,Standard,0,0
sample_0187,-83.39204372,33.95244096,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Fair,http://classic.ona.io/api/v1/files/2035496?filename=communitymapuga/attachments/1467049493534.jpg,2,0,2,Substandard,1,0
sample_0188,-83.39307711,33.95266236,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035497?filename=communitymapuga/attachments/1467049788983.jpg,1,0,1,Standard,0,0
sample_0189,-83.39234007,33.95245315,Duplex,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2077204?filename=communitymapuga/attachments/1468073101853.jpg,0,0,0,Standard,0,1
sample_0190,-83.38702181,33.95264344,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2077209?filename=communitymapuga/attachments/1468073250064.jpg,2,0,2,Substandard,0,0
sample_0191,-83.39360473,33.95248022,Duplex,OCCUP,two,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2077226?filename=communitymapuga/attachments/1468073491260.jpg,1,0,1,Standard,0,0
sample_0192,-83.39155354,33.95264858,Duplex,OCCUP,two,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2077236?filename=communitymapuga/attachments/1468073839114.jpg,3,1,4,Substandard,0,1
sample_0193,-83.38531947,33.95204305,Duplex,OCCUP,two,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2077237?filename=communitymapuga/attachments/1468074007714.jpg,3,0,3,Substandard,0,0
sample_0194,-83.39209816,33.95259948,Duplex,OCCUP,two,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Fair,http://classic.ona.io/api/v1/files/2077238?filename=communitymapuga/attachments/1468074254627.jpg,2,0,2,Substandard,1,1
sample_0195,-83.3834445,33.95249702,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Fair,http://classic.ona.io/api/v1/files/2077239?filename=communitymapuga/attachments/1468074483072.jpg,2,0,2,Substandard,1,0
sample_0196,-83.39124377,33.95272555,Duplex,OCCUP,two,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2077240?filename=communitymapuga/attachments/1468074654699.jpg,2,0,2,Substandard,0,0
sample_0197,-83.39365687,33.95262838,Duplex,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2077241?filename=communitymapuga/attachments/1468074802173.jpg,0,0,0,Standard,0,1
sample_0198,-83.39289844,33.95270534,Vacant,UNKNOWN,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2077242?filename=communitymapuga/attachments/1468075026942.jpg,0,0,0,Standard,0,1
sample_0199,-83.38326455,33.95212197,Duplex,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2077243?filename=communitymapuga/attachments/1468075193880.jpg,0,0,0,Standard,0,1
sample_0200,-83.39507058,33.95260657,Duplex,FOR_SALE,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2077244?filename=communitymapuga/attachments/1468075738669.jpg,0,0,0,Standard,0,0
sample_0201,-83.38525585,33.95516598,Duplex,OCCUP,two,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2077245?filename=communitymapuga/attachments/1468075901653.jpg,1,0,1,Standard,0,1
sample_0202,-83.39170844,33.95261009,Single family (no garage),OCCUP,two,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Fair,http://classic.ona.io/api/v1/files/2077250?filename=communitymapuga/attachments/1468076218427.jpg,2,0,2,Substandard,1,0
sample_0203,-83.39429196,33.95248455,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Fair,http://classic.ona.io/api/v1/files/2077251?filename=communitymapuga/attachments/1468076316562.jpg,0,0,0,Standard,1,0
sample_0204,-83.38822218,33.95223989,Duplex,OCCUP,one,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2077252?filename=communitymapuga/attachments/1468076419676.jpg,1,0,1,Standard,0,0
sample_0205,-83.38500119,33.95256173,Single family (no garage),OCCUP,two,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2077253?filename=communitymapuga/attachments/1468076786696.jpg,4,0,4,Dilapidated,0,0
sample_0206,-83.39139865,33.95268706,Single family (garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2077254?filename=communitymapuga/attachments/1468077017205.jpg,0,0,0,Standard,0,0
sample_0207,-83.39619884,33.95532222,Single family (no garage),VACANT1,one,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Poor,http://classic.ona.io/api/v1/files/2077255?filename=communitymapuga/attachments/1468077349088.jpg,6,2,8,Dilapidated,0,1
sample_0208,-83.39453545,33.95551185,Duplex,OCCUP,one,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Fair,http://classic.ona.io/api/v1/files/2077256?filename=communitymapuga/attachments/1468078662216.jpg,3,0,3,Substandard,1,0
sample_0209,-83.38735224,33.9548377,Single family (no garage),OCCUP,two,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2077257?filename=communitymapuga/attachments/1468078834533.jpg,2,0,2,Substandard,0,1
sample_0210,-83.39305912,33.95547057,Duplex,OCCUP,two,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Poor,http://classic.ona.io/api/v1/files/2077258?filename=communitymapuga/attachments/1468079082879.jpg,3,1,4,Substandard,1,1
sample_0211,-83.39405155,33.95549832,Duplex,OCCUP,two,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Poor,http://classic.ona.io/api/v1/files/2077259?filename=communitymapuga/attachments/1468079308620.jpg,4,0,4,Dilapidated,1,0
sample_0212,-83.39353616,33.95514899,Duplex,OCCUP,two,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2077260?filename=communitymapuga/attachments/1468079525927.jpg,5,0,5,Dilapidated,0,0
sample_0213,-83.39401076,33.9553787,Duplex,OCCUP,two,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2077265?filename=communitymapuga/attachments/1468079672240.jpg,3,0,3,Substandard,0,0
sample_0214,-83.38706505,33.95498202,Single family (no garage),OCCUP,two,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2077266?filename=communitymapuga/attachments/1468079899646.jpg,2,0,2,Substandard,0,1
sample_0215,-83.39627151,33.95522584,Single family (no garage),OCCUP,two,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2077267?filename=communitymapuga/attachments/1468080071202.jpg,6,0,6,Dilapidated,1,0
sample_0216,-83.39301416,33.95535029,Single family (no garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2077268?filename=communitymapuga/attachments/1468080163894.jpg,0,0,0,Standard,0,0
sample_0217,-83.39310608,33.95561934,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2077269?filename=communitymapuga/attachments/1468080362460.jpg,0,0,0,Standard,0,0
sample_0218,-83.3858016,33.95527196,Single family (no garage),OCCUP,one,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2077270?filename=communitymapuga/attachments/1468080668119.jpg,4,0,4,Dilapidated,0,0
sample_0219,-83.38533343,33.95539552,Single family (no garage),VACANT1,one,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Poor,http://classic.ona.io/api/v1/files/2077271?filename=communitymapuga/attachments/1468080828727.jpg,7,2,9,Dilapidated,2,0
sample_0220,-83.39167587,33.95542696,Duplex,OCCUP,two,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Fair,http://classic.ona.io/api/v1/files/2077284?filename=communitymapuga/attachments/1468074817559.jpg,4,1,5,Dilapidated,1,0
sample_0221,-83.39314324,33.95573229,Single family (no garage),OCCUP,one,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Good,http://classic.ona.io/api/v1/files/2077285?filename=communitymapuga/attachments/1468075177004.jpg,4,0,4,Dilapidated,2,0
sample_0222,-83.39030216,33.95577844,Single family (no garage),OCCUP,one,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Good,http://classic.ona.io/api/v1/files/2077286?filename=communitymapuga/attachments/1468076930524.jpg,4,0,4,Dilapidated,1,0
sample_0223,-83.38280044,33.95545148,Single family (no garage),OCCUP,one,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2077287?filename=communitymapuga/attachments/1468077155073.jpg,5,1,6,Dilapidated,0,0
sample_0224,-83.39253696,33.95533862,Single family (no garage),OCCUP,one,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2077288?filename=communitymapuga/attachments/1468077354827.jpg,6,3,9,Dilapidated,2,0
sample_0225,-83.38203994,33.95533099,Single family (garage),OCCUP,one,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Good,http://classic.ona.io/api/v1/files/2077289?filename=communitymapuga/attachments/1468077635054.jpg,3,0,3,Substandard,1,0
sample_0226,-83.39542349,33.95545364,Single family (garage),OCCUP,one,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2077290?filename=communitymapuga/attachments/1468077889858.jpg,2,0,2,Substandard,0,0
sample_0227,-83.39126618,33.95554166,Single family (no garage),VACANT1,one,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2077291?filename=communitymapuga/attachments/1468078122806.jpg,2,2,4,Dilapidated,1,0
sample_0228,-83.39172269,33.95556917,Single family (no garage),OCCUP,one,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Good,http://classic.ona.io/api/v1/files/2077292?filename=communitymapuga/attachments/1468078385356.jpg,2,0,2,Substandard,1,0
sample_0229,-83.39202335,33.95547871,Single family (no garage),OCCUP,one,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2077293?filename=communitymapuga/attachments/1468078721289.jpg,4,0,4,Dilapidated,1,0
sample_0230,-83.39232039,33.95545165,Single family (no garage),OCCUP,one,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2077294?filename=communitymapuga/attachments/1468079064875.jpg,3,0,3,Substandard,0,1
sample_0231,-83.38228415,33.95550235,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2077295?filename=communitymapuga/attachments/1468079676007.jpg,1,0,1,Standard,0,1
sample_0232,-83.39402974,33.95569343,Single family (no garage),OCCUP,one,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2077296?filename=communitymapuga/attachments/1468080059439.jpg,3,1,4,Substandard,0,1
sample_0233,-83.39261675,33.95558545,Single family (no garage),OCCUP,one,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2077297?filename=communitymapuga/attachments/1468080208674.jpg,1,0,1,Standard,0,1
sample_0234,-83.39220049,33.95550675,Single family (garage),OCCUP,one,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Fair,http://classic.ona.io/api/v1/files/2077298?filename=communitymapuga/attachments/1468080432927.jpg,4,2,6,Dilapidated,1,1
sample_0235,-83.3917649,33.95569498,Single family (no garage),OCCUP,one,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2077299?filename=communitymapuga/attachments/1468081189552.jpg,3,2,5,Dilapidated,0,1
sample_0236,-83.3950195,33.95487029,Single family (no garage),OCCUP,two,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2077300?filename=communitymapuga/attachments/1468082624474.jpg,2,0,2,Substandard,1,0
sample_0237,-83.39605324,33.95556174,Single family (no garage),OCCUP,one,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2077301?filename=communitymapuga/attachments/1468082864604.jpg,3,0,3,Substandard,0,0
sample_0238,-83.39443969,33.95562798,Single family (garage),OCCUP,one,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2077302?filename=communitymapuga/attachments/1468083029956.jpg,2,0,2,Substandard,0,0
sample_0239,-83.39531763,33.95557588,Single family (garage),OCCUP,one,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Good,http://classic.ona.io/api/v1/files/2077303?filename=communitymapuga/attachments/1468083308774.jpg,3,0,3,Substandard,1,1
sample_0240,-83.39337349,33.95519141,Single family (garage),OCCUP,one,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Good,http://classic.ona.io/api/v1/files/2077304?filename=communitymapuga/attachments/1468083656370.jpg,2,0,2,Substandard,1,0
sample_0241,-83.39050815,33.9552485,Single family (garage),VACANT1,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2077305?filename=communitymapuga/attachments/1468084066272.jpg,0,0,0,Standard,0,0
sample_0242,-83.39670535,33.95549342,Duplex,OCCUP,one,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Good,http://classic.ona.io/api/v1/files/2077306?filename=communitymapuga/attachments/1468084784907.jpg,2,0,2,Substandard,1,1
sample_0243,-83.39418214,33.95564995,Apartment,OCCUP,one,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2077307?filename=communitymapuga/attachments/1468084943845.jpg,1,0,1,Standard,0,0
sample_0244,-83.39660598,33.95562517,Vacant,VACANT1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2077309?filename=communitymapuga/attachments/1468085124740.jpg,0,0,0,Standard,0,0
sample_0245,-83.39453388,33.9570461,Vacant,VACANT1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2077310?filename=communitymapuga/attachments/1468085185559.jpg,0,0,0,Standard,0,0
