ID,long,lat,proptype,propstatus,stories,MIN_NO,MIN_RFSWY,MIN_RFTILE,MIN_FOUND,MIN_WINDDO,MIN_WNDPAN,MIN_UNFINW,MIN_MISSID,MIN_INSUL,MIN_ROT,MIN_RAILS,MIN_PORCH,MIN_PORJUNK,MIN_CHIMN,MIN_PAINT,MIN_GUTTER,MAJ_NO,MAJ_RFSWY,MAJ_RFTILE,MAJ_FOUND,MAJ_WINDDO,MAJ_SIDING,MAJ_ROT,MAJ_PORCH,MAJ_CHIMN,YARD_SATIS,YARD_MOW,YARD_OVRGR,YARD_VHINOP,YARD_VHPARK,YARD_GRCOV,YARD_MAJCL,GeneralCon,Pic1,MIN_TOTAL,MAJ_TOTAL,MnMj_total,Classify,other_tot,Landlord
sample_0082,-83.38302725,33.95161921,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035328?filename=communitymapuga/attachments/1465479682781.jpg,0,0,0,Standard,0,0
sample_0083,-83.39556935,33.95164153,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035332?filename=communitymapuga/attachments/1465333910887.jpg,1,0,1,Standard,0,0
sample_0084,-83.39322168,33.95165615,Single family (no garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035333?filename=communitymapuga/attachments/1465479813698.jpg,0,0,0,Standard,0,0
sample_0085,-83.3931153,33.95713119,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035334?filename=communitymapuga/attachments/1465334064689.jpg,0,0,0,Standard,0,0
sample_0086,-83.39524977,33.95693255,Single family (no garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035335?filename=communitymapuga/attachments/1465480000052.jpg,0,0,0,Standard,0,0
sample_0087,-83.38581848,33.95688894,Single family (garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035336?filename=communitymapuga/attachments/1465478792148.jpg,0,0,0,Standard,0,1
sample_0088,-83.38324009,33.95683043,Single family (garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035337?filename=communitymapuga/attachments/1465480116421.jpg,0,0,0,Standard,0,0
sample_0089,-83.38585688,33.95697534,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035338?filename=communitymapuga/attachments/1465478926076.jpg,0,0,0,Standard,0,1
sample_0090,-83.38650084,33.95698129,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035339?filename=communitymapuga/attachments/1465480287664.jpg,0,0,0,Standard,0,0
sample_0091,-83.39167489,33.95696674,Single family (no garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035340?filename=communitymapuga/attachments/1465479077571.jpg,0,0,0,Standard,0,0
sample_0092,-83.39451068,33.95128954,Single family (no garage),OCCUP,two,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035341?filename=communitymapuga/attachments/1465479233208.jpg,2,0,2,Substandard,0,0
sample_0093,-83.38508436,33.95129659,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035342?filename=communitymapuga/attachments/1465480444141.jpg,0,0,0,Standard,0,1
sample_0094,-83.38297446,33.9516228,Single family (no garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035343?filename=communitymapuga/attachments/1465479380362.jpg,0,0,0,Standard,0,1
sample_0095,-83.39361084,33.95705758,Single family (no garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035344?filename=communitymapuga/attachments/1465480574569.jpg,0,0,0,Standard,0,0
sample_0096,-83.39132685,33.95690556,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035345?filename=communitymapuga/attachments/1465479603077.jpg,1,0,1,Standard,0,0
sample_0097,-83.38457794,33.95160828,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035346?filename=communitymapuga/attachments/1465481341737.jpg,0,0,0,Standard,0,0
sample_0098,-83.39435046,33.95701556,Single family (no garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035350?filename=communitymapuga/attachments/1465479710857.jpg,0,0,0,Standard,0,0
sample_0099,-83.38589286,33.9570883,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035351?filename=communitymapuga/attachments/1465481435718.jpg,1,0,1,Standard,0,0
sample_0100,-83.39218013,33.95173464,Single family (garage),OCCUP,two,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035356?filename=communitymapuga/attachments/1465479895289.jpg,1,0,1,Standard,0,1
sample_0101,-83.38329116,33.9516012,Single family (garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035357?filename=communitymapuga/attachments/1465481580575.jpg,0,0,0,Standard,1,0
sample_0102,-83.39261289,33.95163536,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035358?filename=communitymapuga/attachments/1465480034383.jpg,0,0,0,Standard,0,0
sample_0103,-83.38648078,33.95164102,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035359?filename=communitymapuga/attachments/1465481746217.jpg,0,0,0,Standard,0,0
sample_0104,-83.38344951,33.95159039,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035360?filename=communitymapuga/attachments/1465480275793.jpg,1,0,1,Standard,0,0
sample_0105,-83.38339672,33.951594,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035361?filename=communitymapuga/attachments/1465482000218.jpg,0,0,0,Standard,0,1
sample_0106,-83.38473967,33.9518085,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035362?filename=communitymapuga/attachments/1465480405568.jpg,0,0,0,Standard,0,0
sample_0107,-83.39557983,33.95220107,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035363?filename=communitymapuga/attachments/1465482224087.jpg,2,1,3,Substandard,0,0
sample_0108,-83.39198683,33.9522973,Single family (garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035364?filename=communitymapuga/attachments/1465480579881.jpg,0,0,0,Standard,0,0
sample_0109,-83.39231267,33.95205738,Single family (no garage),FOR_SALE,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035369?filename=communitymapuga/attachments/1465482313430.jpg,0,0,0,Standard,0,0
sample_0110,-83.39551222,33.95147071,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035370?filename=communitymapuga/attachments/1465481513208.jpg,0,0,0,Standard,1,0
sample_0111,-83.38448538,33.95134553,Single family (no garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035371?filename=communitymapuga/attachments/1465482504397.jpg,0,0,0,Standard,0,0
sample_0112,-83.38485337,33.95135317,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035372?filename=communitymapuga/attachments/1465481666193.jpg,0,0,0,Standard,0,0
sample_0113,-83.38292168,33.9516264,Single family (garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035373?filename=communitymapuga/attachments/1465482767282.jpg,0,0,0,Standard,0,1
sample_0114,-83.38323771,33.9521755,Single family (no garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035374?filename=communitymapuga/attachments/1465481965783.jpg,0,0,0,Standard,0,1
sample_0115,-83.39285063,33.95204533,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035375?filename=communitymapuga/attachments/1465482894437.jpg,0,0,0,Standard,0,0
sample_0116,-83.39566577,33.95203411,Single family (no garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035376?filename=communitymapuga/attachments/1465482199160.jpg,0,0,0,Standard,1,0
sample_0117,-83.38807408,33.95183178,Single family (no garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035377?filename=communitymapuga/attachments/1465483099457.jpg,0,0,0,Standard,0,0
sample_0118,-83.38329563,33.95217587,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035378?filename=communitymapuga/attachments/1465482428521.jpg,0,0,0,Standard,0,1
sample_0119,-83.38659827,33.95203266,Single family (no garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035379?filename=communitymapuga/attachments/1465483246482.jpg,0,0,0,Standard,0,0
sample_0120,-83.39349661,33.95164023,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035380?filename=communitymapuga/attachments/1467046510678.jpg,0,0,0,Standard,0,0
sample_0121,-83.3956238,33.95181448,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035381?filename=communitymapuga/attachments/1465482823931.jpg,1,0,1,Standard,0,0
sample_0122,-83.38344809,33.95209826,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035382?filename=communitymapuga/attachments/1467047144627.jpg,0,0,0,Standard,0,1
sample_0123,-83.39469208,33.95181989,Single family (garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035383?filename=communitymapuga/attachments/1465483028262.jpg,0,0,0,Standard,0,1
sample_0124,-83.39403117,33.9519392,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035384?filename=communitymapuga/attachments/1467047216002.jpg,0,0,0,Standard,0,1
sample_0125,-83.39295612,33.95229922,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035385?filename=communitymapuga/attachments/1465483122228.jpg,0,0,0,Standard,0,1
sample_0126,-83.394239,33.95235227,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Fair,http://classic.ona.io/api/v1/files/2035386?filename=communitymapuga/attachments/1467047357172.jpg,0,0,0,Standard,1,0
sample_0127,-83.39565873,33.95247736,Single family (garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035387?filename=communitymapuga/attachments/1465483232668.jpg,0,0,0,Standard,0,1
sample_0128,-83.38396953,33.9517929,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035388?filename=communitymapuga/attachments/1467047963515.jpg,0,0,0,Standard,0,0
sample_0129,-83.39453675,33.95186377,Duplex,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035389?filename=communitymapuga/attachments/1466615718712.jpg,0,0,0,Standard,0,0
sample_0130,-83.38312166,33.95217477,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035390?filename=communitymapuga/attachments/1467048392765.jpg,0,0,0,Standard,0,0
sample_0131,-83.38308002,33.9516156,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035395?filename=communitymapuga/attachments/1466615820252.jpg,0,0,0,Standard,0,0
sample_0132,-83.39371652,33.95162889,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035396?filename=communitymapuga/attachments/1467048502398.jpg,0,0,0,Standard,0,0
sample_0133,-83.39364706,33.95231738,Duplex,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035397?filename=communitymapuga/attachments/1466615922058.jpg,0,0,0,Standard,0,1
sample_0134,-83.39522572,33.95166924,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035398?filename=communitymapuga/attachments/1467048579390.jpg,0,0,0,Standard,0,0
sample_0135,-83.38492193,33.95233654,Duplex,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035399?filename=communitymapuga/attachments/1466616225221.jpg,0,0,0,Standard,0,1
sample_0136,-83.3918665,33.95193142,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035400?filename=communitymapuga/attachments/1467048675287.jpg,1,0,1,Standard,0,0
sample_0137,-83.38314862,33.95212124,Duplex,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035401?filename=communitymapuga/attachments/1466616417262.jpg,0,0,0,Standard,0,0
sample_0138,-83.39520079,33.95190732,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035402?filename=communitymapuga/attachments/1467049264013.jpg,0,0,0,Standard,0,0
sample_0139,-83.38402361,33.95202146,Single family (garage),OCCUP,two,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035403?filename=communitymapuga/attachments/1466616762658.jpg,4,0,4,Dilapidated,0,0
sample_0140,-83.38317969,33.95217513,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035406?filename=communitymapuga/attachments/1467049424437.jpg,1,0,1,Standard,0,0
sample_0141,-83.39248058,33.95206136,Single family (garage),OCCUP,two,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035407?filename=communitymapuga/attachments/1466617025270.jpg,2,0,2,Substandard,0,0
sample_0142,-83.39193541,33.95214717,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035410?filename=communitymapuga/attachments/1467049589548.jpg,0,0,0,Standard,0,0
sample_0143,-83.39506811,33.95216101,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035414?filename=communitymapuga/attachments/1466617179453.jpg,0,0,0,Standard,0,1
sample_0144,-83.38331748,33.95188525,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Fair,http://classic.ona.io/api/v1/files/2035415?filename=communitymapuga/attachments/1467049850725.jpg,2,0,2,Substandard,1,0
sample_0145,-83.39264739,33.95205345,Single family (no garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035416?filename=communitymapuga/attachments/1466617659602.jpg,0,0,0,Standard,0,0
sample_0146,-83.39274455,33.95235264,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035417?filename=communitymapuga/attachments/1466617808178.jpg,0,0,0,Standard,0,1
sample_0147,-83.39581867,33.95254913,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035418?filename=communitymapuga/attachments/1466617984495.jpg,0,0,0,Standard,0,1
sample_0148,-83.3949123,33.9517624,Single family (no garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035419?filename=communitymapuga/attachments/1466618064993.jpg,0,0,0,Standard,0,0
sample_0149,-83.38619885,33.95463225,Single family (garage),OCCUP,two,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035420?filename=communitymapuga/attachments/1466618714668.jpg,1,0,1,Standard,0,0
sample_0150,-83.38103292,33.95444796,Single family (garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035421?filename=communitymapuga/attachments/1466618859218.jpg,0,0,0,Standard,0,1
sample_0151,-83.38166084,33.95447005,Single family (no garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035426?filename=communitymapuga/attachments/1466619000726.jpg,0,0,0,Standard,0,0
sample_0152,-83.38481537,33.95487422,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035427?filename=communitymapuga/attachments/1466619142616.jpg,0,0,0,Standard,0,0
sample_0153,-83.39561905,33.95233849,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035428?filename=communitymapuga/attachments/1466619222307.jpg,0,0,0,Standard,0,1
